Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0061077~chaperone-mediated protein folding	4	1.0638297872340425	0.04966949198836758	TCP1, CCT8, PFDN6, FKBP5	351	46	19453	4.81927412362195	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0045663~positive regulation of myoblast differentiation	4	1.0638297872340425	0.04966949198836758	PHF10, MAPK14, ARID1B, SOX4	351	46	19453	4.81927412362195	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0070498~interleukin-1-mediated signaling pathway	4	1.0638297872340425	0.04966949198836758	PSMB1, MAP3K7, PSMB8, PSMB9	351	46	19453	4.81927412362195	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0046967~cytosol to ER transport	2	0.5319148936170213	0.0530136055340591	TAP2, TAP1	351	3	19453	36.94776828110162	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0002469~myeloid dendritic cell antigen processing and presentation	2	0.5319148936170213	0.0530136055340591	HLA-DRA, HLA-DRB1	351	3	19453	36.94776828110162	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006801~superoxide metabolic process	3	0.7978723404255319	0.05413618070149467	CYB5R4, SOD2, SOD1	351	21	19453	7.917378917378918	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0070534~protein K63-linked ubiquitination	4	1.0638297872340425	0.05514888614075862	TRAF3IP2, RNF8, TRIM27, RNF5	351	48	19453	4.618471035137702	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0038095~Fc-epsilon receptor signaling pathway	4	1.0638297872340425	0.05514888614075862	PSMB1, MAP3K7, PSMB8, PSMB9	351	48	19453	4.618471035137702	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	10	2.6595744680851063	0.05592438461691941	ZNF451, APP, DAXX, TFEB, TRIM27, TRIM38, JARID2, AIF1, MAP3K4, TAPBP	351	270	19453	2.052653793394534	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	4	1.0638297872340425	0.05799229427666943	GLO1, SOD2, CLIC1, SOD1	351	49	19453	4.524216524216524	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0060252~positive regulation of glial cell proliferation	3	0.7978723404255319	0.058859827554823295	UFL1, MYB, TNF	351	22	19453	7.557498057498058	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	7	1.8617021276595744	0.06011728906869594	MICAL1, RANBP9, NEDD9, TNFAIP3, PHIP, BRWD1, HLA-DRB1	351	154	19453	2.519166019166019	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0042789~mRNA transcription from RNA polymerase II promoter	4	1.0638297872340425	0.06090368632754496	RXRB, TBP, TAF11, TAF8	351	50	19453	4.433732193732194	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0036388~pre-replicative complex assembly	3	0.7978723404255319	0.06371978320572827	PSMB1, PSMB8, PSMB9	351	23	19453	7.228911185432926	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	9	2.393617021276596	0.06720472295870972	BCLAF1, SON, WTAP, CDC5L, SNRNP48, U2AF1, RRP1B, QKI, SCAF4	351	238	19453	2.09577677224736	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006952~defense response	5	1.3297872340425532	0.0672304717158385	MX2, MX1, HLA-B, TAP1, ICOSLG	351	85	19453	3.260097201273672	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0007049~cell cycle	12	3.1914893617021276	0.06787505072274765	PTP4A1, CASP8AP2, MIS18A, WTAP, KATNA1, EPB41L2, RNF8, MCM3, PIM1, NEDD9, CDC5L, CD2AP	351	366	19453	1.8171033580869647	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006521~regulation of cellular amino acid metabolic process	3	0.7978723404255319	0.06870964540774482	PSMB1, PSMB8, PSMB9	351	24	19453	6.927706552706554	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:2000516~positive regulation of CD4-positive, alpha-beta T cell activation	2	0.5319148936170213	0.070054491809426	HLA-DRA, HLA-DRB1	351	4	19453	27.710826210826212	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0036037~CD8-positive, alpha-beta T cell activation	2	0.5319148936170213	0.070054491809426	HLA-A, HLA-E	351	4	19453	27.710826210826212	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0090400~stress-induced premature senescence	2	0.5319148936170213	0.070054491809426	CDKN1A, MAPK14	351	4	19453	27.710826210826212	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:2000566~positive regulation of CD8-positive, alpha-beta T cell proliferation	2	0.5319148936170213	0.070054491809426	HLA-A, HLA-E	351	4	19453	27.710826210826212	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0003032~detection of oxygen	2	0.5319148936170213	0.070054491809426	CYB5R4, SOD2	351	4	19453	27.710826210826212	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0045622~regulation of T-helper cell differentiation	2	0.5319148936170213	0.070054491809426	HLA-DRA, HLA-DRB1	351	4	19453	27.710826210826212	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:2000045~regulation of G1/S transition of mitotic cell cycle	4	1.0638297872340425	0.07321036958325478	CDKN1A, PHF10, ARID1B, TMEM14B	351	54	19453	4.105307586789068	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	7	1.8617021276595744	0.07636828249659608	APP, FLOT1, TRIM27, TRIM38, TNF, MAP3K7, HSPA1A	351	164	19453	2.36555833507053	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0030218~erythrocyte differentiation	4	1.0638297872340425	0.07644737353343337	UFL1, MYB, PKNOX1, TMEM14C	351	55	19453	4.030665630665631	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0010508~positive regulation of autophagy	5	1.3297872340425532	0.0767884656377439	UFL1, TFEB, TRIM27, TRIM38, FOXO3	351	89	19453	3.1135759787445183	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0000209~protein polyubiquitination	8	2.127659574468085	0.07815730989762626	SHPRH, PSMB1, TRIM27, TRIM38, UBE2G2, PSMB8, PSMB9, UBE2J1	351	205	19453	2.162796192064485	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	10	2.6595744680851063	0.07894930706562603	BAG6, USP25, MYLIP, USP16, PPP1R11, TTC3, RNF8, UBE2G2, RNF5, FBXL4	351	289	19453	1.9177042360433363	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0038061~NIK/NF-kappaB signaling	4	1.0638297872340425	0.07974643852953595	PSMB1, TAB2, PSMB8, PSMB9	351	56	19453	3.958689458689459	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	5	1.3297872340425532	0.08180966618543845	RWDD1, RPS18, RPL10A, RPS10, RPS12	351	91	19453	3.0451457374534296	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006417~regulation of translation	5	1.3297872340425532	0.08180966618543845	HBS1L, APP, BCLAF1, FOXO3, QKI	351	91	19453	3.0451457374534296	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	3	0.7978723404255319	0.08439739783807003	DAXX, HSPA13, HSPA1A	351	27	19453	6.157961380183603	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0016579~protein deubiquitination	6	1.5957446808510638	0.08588059681446072	USP25, USP16, PSMB1, TNFAIP3, PSMB8, PSMB9	351	130	19453	2.557922419460881	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0071677~positive regulation of mononuclear cell migration	2	0.5319148936170213	0.08678959015997598	TNF, AIF1	351	5	19453	22.16866096866097	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0031060~regulation of histone methylation	2	0.5319148936170213	0.08678959015997598	PHF1, EHMT2	351	5	19453	22.16866096866097	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0032831~positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	2	0.5319148936170213	0.08678959015997598	HLA-DRA, HLA-DRB1	351	5	19453	22.16866096866097	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0070423~nucleotide-binding oligomerization domain containing signaling pathway	2	0.5319148936170213	0.08678959015997598	TNFAIP3, MAP3K7	351	5	19453	22.16866096866097	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0033522~histone H2A ubiquitination	2	0.5319148936170213	0.08678959015997598	RNF8, UBR2	351	5	19453	22.16866096866097	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0035900~response to isolation stress	2	0.5319148936170213	0.08678959015997598	SOD2, TNF	351	5	19453	22.16866096866097	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0090090~negative regulation of canonical Wnt signaling pathway	7	1.8617021276595744	0.08907597229970761	LATS1, APP, PSMB1, FOXO3, MAPK14, PSMB8, PSMB9	351	171	19453	2.2687226137518537	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0006839~mitochondrial transport	3	0.7978723404255319	0.08984649770384526	TMEM14A, TMEM14B, TMEM14C	351	28	19453	5.938034188034189	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0032703~negative regulation of interleukin-2 production	3	0.7978723404255319	0.08984649770384526	TNFAIP3, TRIM27, EZR	351	28	19453	5.938034188034189	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0045736~negative regulation of cyclin-dependent protein serine/threonine kinase activity	3	0.7978723404255319	0.08984649770384526	LATS1, CDKN1A, TNFAIP3	351	28	19453	5.938034188034189	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0035458~cellular response to interferon-beta	3	0.7978723404255319	0.08984649770384526	IFNAR2, UBE2G2, IFNAR1	351	28	19453	5.938034188034189	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0048666~neuron development	4	1.0638297872340425	0.09000512359834051	ATAT1, TDP2, PBX2, SOD2	351	59	19453	3.7574001641798254	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0060261~positive regulation of transcription initiation from RNA polymerase II promoter	4	1.0638297872340425	0.09000512359834051	MED23, TBP, TAF11, TAF8	351	59	19453	3.7574001641798254	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0035522~monoubiquitinated histone H2A deubiquitination	3	0.7978723404255319	0.09539617954917615	SF3B5, USP16, SUPT3H	351	29	19453	5.733274388446803	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0072344~rescue of stalled ribosome	3	0.7978723404255319	0.09539617954917615	HBS1L, LTN1, ASCC3	351	29	19453	5.733274388446803	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0051123~RNA polymerase II transcriptional preinitiation complex assembly	4	1.0638297872340425	0.09713428232821125	MED23, TBP, TAF11, TAF8	351	61	19453	3.6342067161739293	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0034599~cellular response to oxidative stress	5	1.3297872340425532	0.0978096270075851	RWDD1, FOXO3, SOD2, AIF1, HSPA1A	351	97	19453	2.856786207301671	1.0	1.0	0.9897859922178989
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	7	1.8617021276595744	0.09956334996322021	CITED2, MYB, CD24, SOD2, TNF, MAP3K7, SOX4	351	176	19453	2.2042702667702665	1.0	1.0	0.9897859922178989
