p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EIF3H	3.13229662522747e-58	0.269561944790128	0.728	0.622	5.78221957016991e-54	1	EIF3H
TRA2B	1.56361435144989e-57	0.265118699957045	0.759	0.646	2.8864320927765e-53	1	TRA2B
LIMD2	1.77286344122984e-44	0.360332669521097	0.584	0.474	3.27270591251028e-40	1	LIMD2
PLAC8	9.67446797890477e-40	0.320089789571507	0.529	0.407	1.78590678890582e-35	1	PLAC8
FOSB	1.80150768243476e-37	0.261563201837711	0.651	0.565	3.32558318177458e-33	1	FOSB
HBB	0	3.66528606271522	0.894	0.807	0	2	HBB
HBA2	0	3.57799283517072	0.809	0.648	0	2	HBA2
HBA1	0	3.43279831635933	0.759	0.556	0	2	HBA1
HBD	0	2.16718163466708	0.684	0.352	0	2	HBD
IFI27	0	1.95390735103608	0.541	0.107	0	2	IFI27
ALAS2	0	1.91318283130338	0.579	0.127	0	2	ALAS2
HBM	0	1.79598470675244	0.622	0.242	0	2	HBM
SLC25A37	0	1.7463073725634	0.702	0.408	0	2	SLC25A37
SNCA	0	1.59171103632001	0.585	0.122	0	2	SNCA
AHSP	0	1.47360289719797	0.644	0.276	0	2	AHSP
IFIT1B	0	1.45825917743029	0.443	0.023	0	2	IFIT1B
UBB	0	1.37577923464998	0.999	0.975	0	2	UBB
BPGM	0	1.3490484585631	0.552	0.086	0	2	BPGM
TOP2A	0	1.32575582780406	0.457	0.144	0	2	TOP2A
BNIP3L	0	1.25690714748786	0.652	0.284	0	2	BNIP3L
ARL4A	0	1.12414625388799	0.445	0.136	0	2	ARL4A
BLVRB	0	1.09831483371328	0.599	0.245	0	2	BLVRB
NCOA4	0	1.04397919830841	0.622	0.252	0	2	NCOA4
MKRN1	0	1.01815676308217	0.595	0.218	0	2	MKRN1
TMCC2	0	0.889075044970968	0.3	0.026	0	2	TMCC2
KRT1	0	0.882232596983445	0.381	0.022	0	2	KRT1
DCAF12	0	0.874059349044778	0.537	0.091	0	2	DCAF12
TRIM58	0	0.824913107962135	0.395	0.051	0	2	TRIM58
SLC4A1	0	0.800430516783076	0.525	0.12	0	2	SLC4A1
GMPR	0	0.794094869036745	0.452	0.05	0	2	GMPR
FECH	0	0.721852965459573	0.475	0.11	0	2	FECH
LGALS3	0	0.67650892082998	0.408	0.095	0	2	LGALS3
AURKB	0	0.667120815421603	0.338	0.067	0	2	AURKB
STRADB	0	0.650731946883845	0.463	0.131	0	2	STRADB
HBQ1	0	0.640275576308896	0.404	0.066	0	2	HBQ1
SELENBP1	0	0.613926845086615	0.383	0.066	0	2	SELENBP1
FAM46C	0	0.553980649898397	0.379	0.066	0	2	FAM46C
CA1	0	0.500032934732652	0.593	0.175	0	2	CA1
GYPB	0	0.342392931484904	0.474	0.105	0	2	GYPB
GYPA	0	0.265910538139229	0.475	0.118	0	2	GYPA
SLC25A39	3.00819081201343e-304	0.884507329618633	0.631	0.294	5.55312023897679e-300	2	SLC25A39
DMTN	2.60880750463362e-297	0.372026554676131	0.292	0.053	4.81585865355366e-293	2	DMTN
NUSAP1	1.72601517976178e-290	1.03219626928829	0.467	0.159	3.18622402184024e-286	2	NUSAP1
MKI67	1.02699475542019e-288	0.981544687824006	0.42	0.131	1.89583231850568e-284	2	MKI67
PIP4K2A	3.18978527420623e-284	0.529366604685065	0.401	0.113	5.8883436161847e-280	2	PIP4K2A
NFIX	4.3350896375165e-282	0.403328599145121	0.292	0.058	8.00257547085546e-278	2	NFIX
UBE2C	1.08642068878033e-281	0.898500375448693	0.385	0.105	2.00553259148849e-277	2	UBE2C
TERF2IP	1.38241869480408e-275	0.902774461776353	0.717	0.422	2.55194491060833e-271	2	TERF2IP
BCL2L1	2.15483225756826e-272	0.46315121491574	0.386	0.108	3.97782034747101e-268	2	BCL2L1
RIOK3	1.51516623188521e-260	0.629592549817233	0.512	0.203	2.79699686406009e-256	2	RIOK3
PITHD1	2.77267624477045e-257	0.704784845114451	0.552	0.24	5.11836034784626e-253	2	PITHD1
ADIPOR1	1.24164683370092e-255	0.491453078783068	0.458	0.16	2.29208005501189e-251	2	ADIPOR1
TSPAN5	1.33628836905223e-249	0.434897277789189	0.312	0.075	2.46678832927041e-245	2	TSPAN5
SMIM1	1.94760728556618e-249	0.385237152308497	0.341	0.083	3.59528304915516e-245	2	SMIM1
NUDT4	2.56401332610167e-247	0.729661243300532	0.513	0.207	4.73316859998369e-243	2	NUDT4
FAM210B	3.91627446665565e-246	0.4409237175217	0.388	0.112	7.22944266544633e-242	2	FAM210B
GLRX5	1.58503912570534e-244	0.673285983861079	0.706	0.38	2.92598222605205e-240	2	GLRX5
EPB42	4.97886197611126e-238	0.451930220710801	0.339	0.088	9.19097920790139e-234	2	EPB42
TPX2	1.30051113409164e-215	0.43245885164521	0.293	0.075	2.40074355353316e-211	2	TPX2
STOM	9.0220834028809e-213	0.503780818867197	0.372	0.119	1.66547659617181e-208	2	STOM
LPIN2	3.07277148691471e-211	0.462004205969366	0.359	0.116	5.67233616484456e-207	2	LPIN2
GTSE1	1.29871594032051e-209	0.442453477578002	0.271	0.067	2.39742962583166e-205	2	GTSE1
BIRC5	3.75266296328818e-209	0.71384935020441	0.395	0.142	6.92741583022999e-205	2	BIRC5
HMBS	7.21294856806962e-203	0.532588391105384	0.412	0.142	1.33151030566565e-198	2	HMBS
MYL4	7.10142620545114e-200	0.334526968884402	0.305	0.081	1.31092327752628e-195	2	MYL4
RNF10	1.09291567143416e-199	0.446006526584065	0.462	0.188	2.01752232946746e-195	2	RNF10
CENPF	1.598517082557e-198	0.776892841929149	0.365	0.123	2.95086253440023e-194	2	CENPF
BSG	2.13708231612156e-195	0.82609631068739	0.667	0.408	3.9450539555604e-191	2	BSG
SEC62	8.56210801822107e-193	0.819010536754172	0.807	0.635	1.58056514016361e-188	2	SEC62
GYPC	5.40642470062283e-191	0.649804276190125	0.653	0.364	9.98025999734974e-187	2	GYPC
EIF1AY	9.67682990894973e-190	0.860355121329905	0.695	0.451	1.78634280119212e-185	2	EIF1AY
GSPT1	2.89499832614863e-189	0.602707212272381	0.517	0.251	5.34416691007037e-185	2	GSPT1
SESN3	1.09661923532844e-188	0.300347848100285	0.258	0.065	2.02435910841631e-184	2	SESN3
CKS2	1.1803453171943e-188	0.576971043479566	0.563	0.274	2.17891745554068e-184	2	CKS2
MAP2K3	1.84476194667105e-185	0.536914613561237	0.54	0.262	3.40543055355476e-181	2	MAP2K3
TOP1	2.34208104490177e-180	0.637217606705277	0.622	0.356	4.32348160888866e-176	2	TOP1
PIM1	1.80634658956833e-179	0.573536347850224	0.458	0.2	3.33451580434314e-175	2	PIM1
KIFC1	6.78593689346891e-176	0.399610607281163	0.308	0.098	1.25268395053436e-171	2	KIFC1
FBXO7	1.86939531245334e-173	0.472448303765131	0.549	0.272	3.45090374678887e-169	2	FBXO7
RRM2	3.54750477561539e-172	0.444860195546921	0.301	0.093	6.54869381578601e-168	2	RRM2
MXI1	2.1902005235598e-171	0.322936375028632	0.285	0.086	4.0431101664914e-167	2	MXI1
CCNB2	9.59387974224562e-171	0.498649870519079	0.288	0.088	1.77103020041854e-166	2	CCNB2
C9orf78	3.07336224070575e-167	0.600839485637954	0.569	0.316	5.67342669634281e-163	2	C9orf78
FKBP8	4.77209147113199e-167	0.592115395236154	0.662	0.434	8.80928085570966e-163	2	FKBP8
KLF1	9.76917196137905e-165	0.325864102829931	0.279	0.08	1.80338914407057e-160	2	KLF1
SLC2A1	1.22486090209899e-162	0.47057984921011	0.315	0.107	2.26109322527474e-158	2	SLC2A1
MOSPD1	3.74482658996705e-159	0.338609488894487	0.301	0.1	6.91294988507918e-155	2	MOSPD1
PTTG1	3.98296283860076e-155	0.722091643310531	0.443	0.203	7.352549400057e-151	2	PTTG1
CDK1	1.31711005143543e-154	0.350159224164472	0.292	0.094	2.43138515494981e-150	2	CDK1
GUK1	1.54076406447563e-154	0.702222009155509	0.773	0.604	2.84425046302201e-150	2	GUK1
GABARAPL2	1.74569324361022e-154	0.492496683246762	0.738	0.493	3.22254972770447e-150	2	GABARAPL2
CDKN3	1.42955760297752e-150	0.383423604045163	0.282	0.092	2.6389633350965e-146	2	CDKN3
CISD2	2.45544220530178e-148	0.432883659024981	0.532	0.277	4.53274631098708e-144	2	CISD2
CCNA2	1.11875922280557e-133	0.32470528513019	0.25	0.079	2.06522952529908e-129	2	CCNA2
UBXN6	3.38581707097445e-132	0.270911375926837	0.291	0.104	6.25021831301883e-128	2	UBXN6
HAGH	1.19710045211152e-129	0.343198072244188	0.438	0.205	2.20984743459786e-125	2	HAGH
ARL6IP1	5.44667946117134e-129	0.715108574962606	0.598	0.361	1.00545702853223e-124	2	ARL6IP1
MPP11	1.17341021976919e-128	0.398446662007831	0.62	0.361	2.16611526569393e-124	2	MPP1
EPB41	5.51710724550894e-127	0.338867833827067	0.371	0.162	1.01845799752095e-122	2	EPB41
UBE2T	1.09220180632759e-121	0.339540932394356	0.335	0.14	2.01620453448073e-117	2	UBE2T
FOXO3	1.80926459555292e-121	0.368256884393191	0.358	0.159	3.33990244339069e-117	2	FOXO3
H2AFX	1.81984292177619e-121	0.407620799711935	0.316	0.132	3.35943003359884e-117	2	H2AFX
PSMF1	2.27714270203646e-115	0.33927808635688	0.43	0.216	4.2036054279593e-111	2	PSMF1
CPEB4	3.54514550454665e-113	0.343530392351242	0.253	0.093	6.54433860139312e-109	2	CPEB4
CCNDBP1	7.52948728026416e-109	0.3805673141353	0.566	0.338	1.38994335193676e-104	2	CCNDBP1
EMC3	3.25352127914187e-108	0.329230167434109	0.419	0.213	6.00600028129589e-104	2	EMC3
CKS1B	6.41508656937732e-107	0.594612038197871	0.445	0.261	1.18422498070705e-102	2	CKS1B
KIAA0101	2.91457922454634e-106	0.780130464346748	0.49	0.292	5.38031324851254e-102	2	KIAA0101
KIF22	4.70190224231917e-105	0.304372112662541	0.301	0.128	8.67971153932118e-101	2	KIF22
ISCA1	2.19122297216409e-102	0.348751000110877	0.418	0.22	4.04499760661491e-98	2	ISCA1
DCUN1D1	1.2592363954694e-98	0.261462268223272	0.318	0.142	2.32455038603651e-94	2	DCUN1D1
RNF11	2.84876653489219e-93	0.269024912745132	0.324	0.15	5.25882302341098e-89	2	RNF11
UBE2H	6.59343434400554e-93	0.259963298242276	0.275	0.117	1.21714797990342e-88	2	UBE2H
WNK1	1.10246460868775e-91	0.33579518216417	0.438	0.245	2.03514966763759e-87	2	WNK1
DPM2	2.19187633658846e-90	0.260814835562795	0.351	0.171	4.0462037173423e-86	2	DPM2
EIF1B	1.40335180441548e-88	0.354577089360422	0.621	0.418	2.59058743095098e-84	2	EIF1B
TYMS	1.61712904340949e-87	0.768813180535097	0.445	0.29	2.98522021413392e-83	2	TYMS
TACC3	2.31930513178313e-85	0.3405143129084	0.289	0.138	4.28143727327165e-81	2	TACC3
CENPM	1.2603322349717e-84	0.258834922780115	0.254	0.108	2.32657330575776e-80	2	CENPM
CKAP2	9.06360715858845e-84	0.323856644561409	0.295	0.14	1.67314188147543e-79	2	CKAP2
MAD2L1	1.99795568622986e-82	0.44998990055056	0.381	0.219	3.68822619678033e-78	2	MAD2L1
RBX1	1.50237990980702e-79	0.31338091246665	0.761	0.567	2.77339331350376e-75	2	RBX1
TK1	4.98973337190217e-77	0.399237057274334	0.313	0.158	9.21104780453142e-73	2	TK1
EIF2AK1	4.96278388492353e-76	0.293501125168595	0.421	0.241	9.16129905156884e-72	2	EIF2AK1
HIST1H1C1	1.34963953176031e-75	0.382894098808744	0.461	0.277	2.49143457562954e-71	2	HIST1H1C
LMNB1	5.80427561504343e-75	0.361150987450212	0.309	0.162	1.07146927853702e-70	2	LMNB1
PDCD10	6.02133225707957e-75	0.309850879226727	0.435	0.258	1.11153793465689e-70	2	PDCD10
TUBB4B	4.92194535605059e-74	0.647737532459481	0.504	0.354	9.08591112726938e-70	2	TUBB4B
MXD3	1.2578652353106e-72	0.284492192379114	0.288	0.144	2.32201922438337e-68	2	MXD3
KPNA2	4.01737147709376e-72	0.448912853342358	0.288	0.146	7.41606774671507e-68	2	KPNA2
GLUL	2.10690770990113e-70	0.266991583230454	0.488	0.301	3.88935163247749e-66	2	GLUL
ZWINT	3.71067085708685e-69	0.303738490425155	0.31	0.164	6.84989840218232e-65	2	ZWINT
C7orf73	2.34269261035967e-62	0.307771476144632	0.635	0.467	4.32461055872395e-58	2	C7orf73
CENPW	1.93902590664598e-60	0.2900608133421	0.324	0.186	3.57944182366847e-56	2	CENPW
SIAH2	5.12133775225239e-60	0.25574458043963	0.456	0.289	9.45398949065791e-56	2	SIAH2
CAT	1.56739095014487e-59	0.274681862829266	0.536	0.362	2.89340369396742e-55	2	CAT
UBE2B	4.3971415013767e-59	0.258100087554541	0.528	0.357	8.11712321154138e-55	2	UBE2B
SMC4	1.31247312133367e-58	0.629367546906322	0.436	0.324	2.42282538198196e-54	2	SMC4
FGFR1OP2	2.4849792733305e-55	0.270898457634423	0.424	0.271	4.5872717385681e-51	2	FGFR1OP2
HMGB3	4.63842900222255e-54	0.550126460036707	0.382	0.265	8.56253993810283e-50	2	HMGB3
ANP32E	1.69872448450101e-49	0.405919390692195	0.393	0.267	3.13584539838887e-45	2	ANP32E
PRDX6	4.39657808294159e-46	0.259012888979064	0.647	0.501	8.11608314111017e-42	2	PRDX6
KIF20B	6.54419161522912e-45	0.260988539896263	0.253	0.142	1.2080577721713e-40	2	KIF20B
SMC2	1.99077686615412e-43	0.31626353953017	0.322	0.209	3.67497409492051e-39	2	SMC2
RAD23A	5.59876912236815e-39	0.258011049449511	0.57	0.434	1.03353277998916e-34	2	RAD23A
ANP32B	2.30637036808873e-32	0.283445161984755	0.728	0.644	4.25755969949179e-28	2	ANP32B
PCNA	1.34919609203316e-30	0.409143174997011	0.395	0.297	2.49061598589321e-26	2	PCNA
HIST1H4C	2.94614179628629e-28	2.15213107117748	0.541	0.576	5.43857775594448e-24	2	HIST1H4C
MCM7	3.2218022401418e-28	0.277263402051236	0.361	0.265	5.94744693530176e-24	2	MCM7
RAD21	6.91797612267282e-28	0.333121010817464	0.455	0.367	1.2770583922454e-23	2	RAD21
USP1	7.48543762934411e-26	0.251821714924675	0.315	0.228	1.38181178637692e-21	2	USP1
HMGB2	2.12599579071428e-24	1.3183270721416	0.777	0.825	3.92458822965855e-20	2	HMGB2
BUB3	7.14248563062134e-21	0.39663616296956	0.375	0.315	1.3185028474127e-16	2	BUB3
IGLL11	2.90917138911009e-20	0.854174565555785	0.434	0.382	5.37033038429723e-16	2	IGLL1
UBE2S	3.7641359270044e-20	0.290127429763252	0.302	0.229	6.94859492125012e-16	2	UBE2S
TMPO	2.22219020969469e-19	0.289232564782686	0.379	0.313	4.1021631270964e-15	2	TMPO
HMGB11	1.47714261743998e-18	0.595510799221781	0.667	0.97	2.72680527179419e-14	2	HMGB1
TUBA1B	3.51758568540763e-11	1.3866142043173	0.731	0.847	6.49346317526249e-07	2	TUBA1B
TUBB	2.24771376501872e-10	1.19460922579315	0.602	0.736	4.14927961022456e-06	2	TUBB
H2AFV	5.51286263143123e-09	0.407184345289194	0.503	0.553	0.000101767444176221	2	H2AFV
STMN11	0.000177664519656252	1.05729063006049	0.615	0.783	1	2	STMN1
GYPA1	0	2.59196593585305	0.462	0.133	0	3	GYPA
CA2	0	2.25783346646149	0.46	0.099	0	3	CA2
GYPB1	0	2.24298428752989	0.453	0.122	0	3	GYPB
HEMGN	0	2.20367136080947	0.455	0.112	0	3	HEMGN
HMBS1	0	1.47883185741411	0.477	0.143	0	3	HMBS
H1F0	0	1.17015715351071	0.475	0.123	0	3	H1F0
RHAG	0	1.13342974185374	0.43	0.055	0	3	RHAG
CD36	0	1.08044475762914	0.421	0.103	0	3	CD36
CPOX	0	0.905779056684288	0.406	0.063	0	3	CPOX
RFESD	0	0.861193183327162	0.403	0.06	0	3	RFESD
SMIM11	0	0.841553559129737	0.402	0.085	0	3	SMIM1
MYL41	0	0.839239729343882	0.379	0.08	0	3	MYL4
MINPP1	0	0.837073640562766	0.399	0.058	0	3	MINPP1
TMEM56	0	0.821608844841051	0.372	0.028	0	3	TMEM56
KLF11	0	0.797204056544797	0.405	0.071	0	3	KLF1
EPB421	0	0.766749724097748	0.409	0.088	0	3	EPB42
SPTA1	0	0.759166438886535	0.418	0.063	0	3	SPTA1
GCLM	0	0.757963948756594	0.375	0.079	0	3	GCLM
RHCE	0	0.746332442784697	0.346	0.033	0	3	RHCE
GYPE	0	0.677665345723328	0.338	0.025	0	3	GYPE
TSPO2	0	0.67704974755574	0.308	0.046	0	3	TSPO2
SOX6	0	0.574685324384519	0.312	0.028	0	3	SOX6
MBOAT2	0	0.553039135427002	0.329	0.054	0	3	MBOAT2
ANK1	0	0.551073101199977	0.33	0.051	0	3	ANK1
NFIA	0	0.539611831166437	0.297	0.028	0	3	NFIA
EPOR	0	0.529482301349254	0.309	0.032	0	3	EPOR
ABCB10	0	0.521123858770007	0.312	0.052	0	3	ABCB10
CTSL	0	0.478796471073927	0.277	0.038	0	3	CTSL
TRIM10	0	0.456575277134759	0.293	0.034	0	3	TRIM10
GATA1	0	0.422824245505462	0.269	0.036	0	3	GATA1
TAL1	0	0.386838243287075	0.279	0.031	0	3	TAL1
UBAC1	3.71406203821124e-306	0.874413827191363	0.442	0.125	6.85615852253795e-302	3	UBAC1
TFRC	9.90205411750165e-298	1.57382096896878	0.466	0.152	1.82791919009081e-293	3	TFRC
PTMS	1.40672343724074e-289	0.577641462035187	0.322	0.062	2.5968114651464e-285	3	PTMS
SLC4A11	3.44487670815337e-287	1.89419702524922	0.448	0.146	6.35924240325113e-283	3	SLC4A1
ALAD	3.36539091348896e-285	0.506743961026618	0.336	0.069	6.21251162630062e-281	3	ALAD
SMIM5	7.00647766152198e-274	0.4139966607713	0.27	0.044	1.29339577631696e-269	3	SMIM5
DMTN1	9.32651745062722e-272	0.457000685144645	0.31	0.06	1.72167512138579e-267	3	DMTN
TPM1	1.23202286450588e-270	0.46509646733555	0.282	0.05	2.27431420787785e-266	3	TPM1
UROD	1.26248976868863e-265	1.19327284843515	0.526	0.218	2.3305561129992e-261	3	UROD
TESC	6.79854558150804e-264	0.569958203370754	0.374	0.094	1.25501151434638e-259	3	TESC
FECH1	3.03174625243708e-261	0.799071882717784	0.434	0.13	5.59660358199885e-257	3	FECH
FAM210B1	1.23378811508131e-257	0.728337236148217	0.412	0.12	2.27757286044009e-253	3	FAM210B
SELENBP11	2.18654299870121e-257	0.583054239895211	0.352	0.082	4.03635837560244e-253	3	SELENBP1
SLC2A11	2.69313441192921e-237	0.572713637406754	0.384	0.106	4.97152612442132e-233	3	SLC2A1
TFDP1	2.96339304454861e-228	0.953207165076073	0.45	0.168	5.47042356023673e-224	3	TFDP1
STOM1	5.27394595259404e-226	0.701295756807881	0.402	0.125	9.73570422848861e-222	3	STOM
HBQ11	1.56513634546751e-215	0.425694700978832	0.342	0.087	2.88924169373302e-211	3	HBQ1
ALAS21	2.55202723680518e-215	1.18450859415089	0.458	0.161	4.71104227914235e-211	3	ALAS2
SNCA1	1.65651746132433e-206	1.00033765175608	0.447	0.158	3.05793123360471e-202	3	SNCA
AMMECR1	6.23229447553685e-205	0.352231250552138	0.286	0.067	1.1504815601841e-200	3	AMMECR1
CA11	3.41208197478237e-203	3.14154951612952	0.458	0.209	6.29870332544825e-199	3	CA1
OAT	7.12265929865535e-201	0.736555679391211	0.414	0.15	1.31484290653178e-196	3	OAT
MGST3	8.78714594987514e-199	1.27489395650476	0.48	0.229	1.62210714234695e-194	3	MGST3
BLVRB1	2.09887230484108e-191	1.95420782157739	0.511	0.27	3.87451827473663e-187	3	BLVRB
HAGH1	3.90007018457256e-186	0.636089572221654	0.485	0.208	7.19952956072094e-182	3	HAGH
SLC25A371	5.64754147586575e-186	1.48759676344335	0.665	0.424	1.04253615644482e-181	3	SLC25A37
NFE2	4.69237395767596e-179	0.43357219189351	0.341	0.105	8.66212232586981e-175	3	NFE2
JAZF1	4.54189715838316e-177	0.328473684775005	0.253	0.059	8.38434215437531e-173	3	JAZF1
UROS	1.07768784887054e-176	0.652380551673024	0.425	0.169	1.98941176901501e-172	3	UROS
FAM117A	1.09291242917167e-174	0.357726185008994	0.253	0.06	2.01751634425091e-170	3	FAM117A
HTRA2	2.41351650355881e-174	0.438487831011292	0.366	0.123	4.45535146556957e-170	3	HTRA2
TRAK2	1.225152689101e-168	0.388452317004875	0.278	0.074	2.26163186408044e-164	3	TRAK2
TANGO2	6.45910238108609e-164	0.30571880716252	0.26	0.067	1.19235029954849e-159	3	TANGO2
IFI271	1.42407254054757e-162	1.10515337363123	0.391	0.144	2.62883790985081e-158	3	IFI27
RAD23A1	1.71907727500361e-145	0.853632427643994	0.635	0.431	3.17341664965666e-141	3	RAD23A
PRC1	2.38214510149133e-145	0.475032626625394	0.293	0.094	4.397439857353e-141	3	PRC1
LGALS31	4.37914479302624e-143	0.482896194296229	0.337	0.117	8.08390128792644e-139	3	LGALS3
STRADB1	5.65921129394868e-141	0.456376189209412	0.391	0.154	1.04469040486293e-136	3	STRADB
KLF3	1.18727079967053e-137	0.493373116522102	0.476	0.221	2.1917018961918e-133	3	KLF3
CAT1	2.09803287584806e-136	0.776722767133378	0.577	0.363	3.87296868881553e-132	3	CAT
BSG1	7.34554279574288e-135	0.700848224207063	0.636	0.422	1.35598720009414e-130	3	BSG
AHSP1	2.30066460731966e-133	2.65502010393305	0.479	0.312	4.24702686511209e-129	3	AHSP
EIF2AK11	7.27757079992553e-133	0.499674388063211	0.484	0.24	1.34343956966625e-128	3	EIF2AK1
CCNA21	8.55734765920884e-133	0.404989221031192	0.268	0.083	1.57968637788995e-128	3	CCNA2
GLRX51	2.49418702308225e-132	0.547917156432582	0.645	0.401	4.60426924460984e-128	3	GLRX5
SLC25A391	3.53753011394867e-132	0.684478950927018	0.554	0.317	6.53028059034924e-128	3	SLC25A39
HBM1	7.52274388296965e-132	2.53461472341342	0.469	0.277	1.3886985207962e-127	3	HBM
TUBG1	1.78127015631394e-131	0.358565176287459	0.274	0.088	3.28822470855553e-127	3	TUBG1
AK1	3.34262036810769e-129	0.416149625487533	0.341	0.131	6.17047719952679e-125	3	AK1
UCP2	6.38171801514884e-129	0.614973647552056	0.625	0.383	1.17806514559648e-124	3	UCP2
CMAS	2.00318808958688e-126	0.440365712316736	0.384	0.165	3.69788521337738e-122	3	CMAS
CENPF1	3.30015987901512e-122	0.734670600618743	0.341	0.135	6.09209513666191e-118	3	CENPF
GYPC1	6.37969189883846e-121	1.05773264902427	0.556	0.388	1.17769112452558e-116	3	GYPC
CDK11	5.43885677267202e-118	0.661781627499933	0.283	0.103	1.00401296023526e-113	3	CDK1
PRDX2	1.1295315738007e-113	2.50067918305523	0.501	0.375	2.08511528523609e-109	3	PRDX2
CDC27	2.95923108133961e-111	0.338845160774843	0.3	0.114	5.46274057615293e-107	3	CDC27
TSPAN51	7.02148848752351e-109	0.288284275374054	0.265	0.091	1.29616677479684e-104	3	TSPAN5
HEBP1	4.48559562685937e-108	0.362628618421481	0.307	0.121	8.28040952718239e-104	3	HEBP1
FBXO71	1.27553893261879e-106	0.449558102482454	0.511	0.288	2.35464486961429e-102	3	FBXO7
RGCC	5.22353763108154e-101	0.395462602255287	0.362	0.16	9.64265046697652e-97	3	RGCC
LEPROT	3.28806820511807e-100	0.345444235683996	0.371	0.169	6.06977390664795e-96	3	LEPROT
YBX31	1.7444123724982e-99	0.593584396948519	0.863	0.671	3.22018523963168e-95	3	YBX3
DPM21	2.03217534625484e-97	0.36136556633238	0.373	0.175	3.75139568918643e-93	3	DPM2
MAP2K31	7.27659024592771e-93	0.375082445086887	0.499	0.278	1.34325855939825e-88	3	MAP2K3
NUDT41	8.18528404120687e-90	0.504238260157207	0.424	0.231	1.51100343400679e-85	3	NUDT4
RRM21	4.47833809251143e-89	0.492803216444915	0.266	0.106	8.26701211877611e-85	3	RRM2
CPEB41	1.80191135344049e-86	0.278616231823855	0.257	0.099	3.32632835845115e-82	3	CPEB4
CCNB21	4.16652162091655e-85	0.38123270659612	0.254	0.1	7.69139891221194e-81	3	CCNB2
TSTA3	1.67837898496666e-84	0.370137614782559	0.424	0.231	3.09828760624845e-80	3	TSTA3
SLC1A5	1.34697968007248e-82	0.35369803011969	0.378	0.193	2.4865244894138e-78	3	SLC1A5
CDKN31	8.31815824948917e-82	0.329613576063748	0.256	0.103	1.5355320128557e-77	3	CDKN3
USP15	6.28895205985622e-80	0.361243182175125	0.507	0.305	1.16094055024946e-75	3	USP15
DCAF11	4.17903721269202e-79	0.301001836293983	0.363	0.181	7.71450269462947e-75	3	DCAF11
EIF1AY1	5.28851475969558e-79	0.469738122435704	0.645	0.467	9.76259824639803e-75	3	EIF1AY
HBD1	3.46433865114277e-78	2.42398895843463	0.488	0.391	6.39516915000955e-74	3	HBD
NUSAP11	5.22972018321658e-76	0.593381992890693	0.356	0.186	9.65406345821781e-72	3	NUSAP1
E2F4	7.81243209784223e-76	0.270640091144677	0.32	0.151	1.44217496526168e-71	3	E2F4
TMEM14B	6.59902327973623e-71	0.62488495450738	0.577	0.437	1.21817969743931e-66	3	TMEM14B
CHPT1	2.85142951955608e-66	0.30666242666201	0.397	0.223	5.26373889310053e-62	3	CHPT1
TARS	5.36186347848908e-66	0.274338107527591	0.311	0.155	9.89799998129084e-62	3	TARS
EPRS	6.56652655058187e-63	0.302831509311499	0.316	0.164	1.21218080123741e-58	3	EPRS
NME4	3.84467261878673e-61	0.368572832082246	0.341	0.19	7.0972656542803e-57	3	NME4
UBE2T1	2.65795072678626e-60	0.328513293924126	0.298	0.153	4.90657704164744e-56	3	UBE2T
CKAP21	5.40178366717261e-60	0.338751131659863	0.291	0.146	9.97169264960063e-56	3	CKAP2
NARF	5.48261473048608e-60	0.296567128022588	0.492	0.312	1.01209067924773e-55	3	NARF
BOLA3	9.33932421520283e-60	0.274674321389668	0.288	0.145	1.72403925012644e-55	3	BOLA3
PTTG11	2.10718451626944e-59	0.598329520885416	0.375	0.222	3.88986261703339e-55	3	PTTG1
SRI	4.54086438881931e-59	0.399995464396658	0.45	0.295	8.38243566176045e-55	3	SRI
TOP2A1	5.10576429997972e-59	0.39050175213189	0.329	0.173	9.42524089776255e-55	3	TOP2A
TMEM14C	1.48773219410686e-58	0.621082571573716	0.412	0.271	2.74635363032127e-54	3	TMEM14C
HDGF	2.26960918681129e-58	0.283888765130524	0.386	0.223	4.18969855885364e-54	3	HDGF
GARS	3.95549008227159e-58	0.253097260588472	0.26	0.125	7.30183469187335e-54	3	GARS
DNAJC9	6.78203298910649e-58	0.314578658140819	0.353	0.199	1.25196328978906e-53	3	DNAJC9
MPC2	7.48837685324049e-58	0.377176026829531	0.428	0.271	1.38235436710819e-53	3	MPC2
ATPIF1	3.99832117557471e-57	0.599573525981513	0.664	0.561	7.38090089011091e-53	3	ATPIF1
CKS21	4.27905495464721e-57	0.651615166161555	0.449	0.3	7.89913544627875e-53	3	CKS2
MKI671	6.66194702792967e-57	0.305097615135942	0.308	0.157	1.22979542135582e-52	3	MKI67
RBX11	1.16063610484737e-56	0.438720068131221	0.669	0.586	2.14253424954825e-52	3	RBX1
CCNDBP11	2.01984720912761e-55	0.318169997380062	0.52	0.353	3.72863794804958e-51	3	CCNDBP1
LBR	3.76160167261575e-55	0.393056158431898	0.478	0.326	6.94391668764868e-51	3	LBR
HMGB21	2.32397447332787e-54	0.555386168195882	0.862	0.811	4.29005687776324e-50	3	HMGB2
KIF20B1	4.004035789614e-54	0.279631179145708	0.278	0.143	7.39145006762744e-50	3	KIF20B
AP2B1	1.54409281946672e-53	0.274298485146053	0.447	0.28	2.85039534473556e-49	3	AP2B1
